,BLEU,chrF,TER,BERTScore,WER,CER,ROUGE-1,ROUGE-2,ROUGE-L
gemma2-9b-it (Google),14.822786448248221,50.949677906932976,115.14399205561072,0.45408549904823303,1.2045680284500122,0.9239780902862549,0.47166932911799786,0.24959222074701645,0.4027280107478417
gemma-7b-it (Google),11.17808944234137,41.73785556087666,84.85600794438928,0.439004510641098,0.8862959146499634,0.675645649433136,0.42454416967723446,0.1728950782649715,0.367989630147971
llama3-groq-70b-8192-tool-use-preview (Groq),19.427224308047958,51.20474864357919,75.07447864945382,0.5951334834098816,0.7989076375961304,0.6204036474227905,0.5722656471713714,0.2997520849822637,0.4889105242175441
llama3-groq-8b-8192-tool-use-preview (Groq),12.99216142143158,46.66351425598247,93.79344587884806,0.43197154998779297,0.9811320900917053,0.7772361636161804,0.48632988655878157,0.22537899292681918,0.40418273512077735
llama-3.1-70b-versatile (Meta),24.557240245291034,54.87718316876434,66.23634558093346,0.641873836517334,0.706057608127594,0.5301008820533752,0.6112427974412761,0.3447901380266385,0.5268276292363426
llama-3.1-8b-instant (Meta),13.08697628017471,47.89544456112197,104.41906653426018,0.49511292576789856,1.0968222618103027,0.9147425889968872,0.5179348696432529,0.25011701416258547,0.43755945915046995
mixtral-8x7b-32768 (Mistral),9.102110464567712,41.59893853820271,140.4170804369414,0.4140303134918213,1.4414101839065552,1.2376432418823242,0.4177660171948981,0.187302009825462,0.34794197944370503
llama-3.2-90b-vision-preview (Meta),23.670330199738423,54.53999942016365,67.17974180734856,0.6404212713241577,0.7174776792526245,0.5380536913871765,0.6113778170978045,0.3382212162377454,0.5247640953519587
